Article_ID,Subject,Predicate,Object
18,CRPD_Article 18 ,has CRPD text," 1. States Parties shall recognize the rights of persons with disabilities to liberty of movement, to freedom to choose their residence and to a nationality, on an equal basis with others, including by ensuring that persons with disabilities:
a) Have the right to acquire and change a nationality and are not deprived of their nationality arbitrarily or on the basis of disability;
b) Are not deprived, on the basis of disability, of their ability to obtain, possess and utilize documentation of their nationality or other documentation of identification, or to utilize relevant processes such as immigration proceedings, that may be needed to facilitate exercise of the right to liberty of movement;
c) Are free to leave any country, including their own;
d) Are not deprived, arbitrarily or on the basis of disability, of the right to enter their own country.
2. Children with disabilities shall be registered immediately after birth and shall have the right from birth to a name, the right to acquire a nationality and, as far as possible, the right to know and be cared for by their parents.
"
18,CRPD_Article 18 ,Has SubTopic,liberty 
,liberty ,Mentioned In CRPD Article,18
18,liberty ,has Wikidata definition,ability of individuals to have agency
18,liberty ,has wikidata code,Q2979
18,liberty ,requires wikidata definition extension,Q code does not have freedom of movement 
18,CRPD_Article 18 ,Has SubTopic,nationality 
,nationality ,Mentioned In CRPD Article,18
18,nationality ,has wikidata code,Q231002
18,nationality ,has Wikidata definition,usually a person's nationality is usually acquired at birth by descent from either parent to those born within the territory of the state.
19,CRPD_Article 19,has CRPD text," States Parties to the present Convention recognize the equal right of all persons with disabilities to live in the community, with choices equal to others, and shall take effective and appropriate measures to facilitate full enjoyment by persons with disabilities of this right and their full inclusion and participation in the community, including by ensuring that:a) Persons with disabilities have the opportunity to choose their place of residence and where and with whom they live on an equal basis with others and are not obliged to live in a particular living arrangement;b) Persons with disabilities have access to a range of in-home, residential and other community support services, including personal assistance necessary to support living and inclusion in the community, and to prevent isolation or segregation from the community's) Community services and facilities for the general population are available on an equal basis to persons with disabilities and are responsive to their needs.



"
19,CRPD_Article 19,Has SubTopic,independent living 
,Independent living ,Mentioned In CRPD Article,19
19,Independent living ,has wikidata code,Q1373709
19,Independent living ,requires wikidata definition extension,Missing
20,CRPD_Article 20,has CRPD text,"  States Parties shall take effective measures to ensure personal mobility with the greatest possible independence for persons with disabilities, including by:
a) Facilitating the personal mobility of persons with disabilities in the manner and at the time of their choice, and at affordable cost;
b) Facilitating access by persons with disabilities to quality mobility aids, devices, assistive technologies and forms of live assistance and intermediaries, including by making them available at affordable cost;
c) Providing training in mobility skills to persons with disabilities and to specialist staff working with persons with disabilities;
d) Encouraging entities that produce mobility aids, devices and assistive technologies to take into account all aspects of mobility for persons with disabilities.
"
20,CRPD_Article 20,Has SubTopic,personal mobility 
,personal mobility ,Mentioned In CRPD Article,20
20,personal mobility ,has wikidata code,missing
21,CRPD_Article 21,has CRPD text,"  States Parties shall take all appropriate measures to ensure that persons with disabilities can exercise the right to freedom of expression and opinion, including the freedom to seek, receive and impart information and ideas on an equal basis with others and through all forms of communication of their choice, as defined in article 2 of the present Convention, including by:
a) Providing information intended for the general public to persons with disabilities in accessible formats and technologies appropriate to different kinds of disabilities in a timely manner and without additional cost;
b) Accepting and facilitating the use of sign languages, Braille, augmentative and alternative communication, and all other accessible means, modes and formats of communication of their choice by persons with disabilities in official interactions;
c) Urging private entities that provide services to the general public, including through the Internet, to provide information and services in accessible and usable formats for persons with disabilities;
d) Encouraging the mass media, including providers of information through the Internet, to make their services accessible to persons with disabilities;
e) Recognizing and promoting the use of sign languages.
"
21,CRPD_Article 21,Has SubTopic,freedom of expression 
,freedom of expression ,Mentioned In CRPD Article,21
21,freedom of expression ,has wikidata code,missing
21,CRPD_Article 21,Has SubTopic,access to information 
21,access to information ,has wikidata code,Q55603120
,access to information ,Mentioned In CRPD Article,21
21,access to information ,has Wikidata definition,"ability for an individual to seek, receive, and impart information effectively"
21,access to information ,requires wikidata definition extension,"People with disabilities should be provided with sign languages, Braille, augmentative and alternative communication, and all other accessible means, modes and formats of communication of their choice by persons with disabilities in official interactions;"
22,CRPD_Article 22,has CRPD text," 1. No person with disabilities, regardless of place of residence or living arrangements, shall be subjected to arbitrary or unlawful interference with his or her privacy, family, home or correspondence or other types of communication or to unlawful attacks on his or her honour and reputation. Persons with disabilities have the right to the protection of the law against such interference or attacks; 2. States Parties shall protect the privacy of personal, health and rehabilitation information of persons with disabilities on an equal basis with others."
22,CRPD_Article 22,Has SubTopic,right to privacy 
22,right to privacy ,has Wikidata definition,legal tradition restraining actions threatening individual privacy
22,right to privacy ,has wikidata code,Q8354932
,right to privacy ,Mentioned In CRPD Article,22
23,CRPD_Article 23,has CRPD text,"  1. States Parties shall take effective and appropriate measures to eliminate discrimination against persons with disabilities in all matters relating to marriage, family, parenthood and relationships, on an equal basis with others, so as to ensure that:
a) The right of all persons with disabilities who are of marriageable age to marry and to found a family on the basis of free and full consent of the intending spouses is recognized;
b) The rights of persons with disabilities to decide freely and responsibly on the number and spacing of their children and to have access to age-appropriate information, reproductive and family planning education are recognized, and the means necessary to enable them to exercise these rights are provided;
c) Persons with disabilities, including children, retain their fertility on an equal basis with others.
2. States Parties shall ensure the rights and responsibilities of persons with disabilities, with regard to guardianship, wardship, trusteeship, adoption of children or similar institutions, where these concepts exist in national legislation; in all cases the best interests of the child shall be paramount. States Parties shall render appropriate assistance to persons with disabilities in the performance of their child-rearing responsibilities.
3. States Parties shall ensure that children with disabilities have equal rights with respect to family life. With a view to realizing these rights, and to prevent concealment, abandonment, neglect and segregation of children with disabilities, States Parties shall undertake to provide early and comprehensive information, services and support to children with disabilities and their families.
4. States Parties shall ensure that a child shall not be separated from his or her parents against their will, except when competent authorities subject to judicial review determine, in accordance with applicable law and procedures, that such separation is necessary for the best interests of the child. In no case shall a child be separated from parents on the basis of a disability of either the child or one or both of the parents.
5. States Parties shall, where the immediate family is unable to care for a child with disabilities, undertake every effort to provide alternative care within the wider family, and failing that, within the community in a family setting.
"
23,CRPD_Article 23 ,Has SubTopic,respect for home and family 
,respect for home and family ,Mentioned In CRPD Article,23
23,respect for home and family ,has wikidata code,missing 
23,respect for home and family ,requires   wiki data   definition ,"Discuss with Racheal: Discrimination must be eliminated in all areas related to   marriage, family, parenthood and relationships, on an equal basis with others, access to age approperate family planning information, retain fertility, retain gaurdianship, prevent abandoment and neglect, seperation is subject to judicual review; where the immediate family is unable to care for a child with disabilities, undertake every effort to provide alternative care within the wider family, and failing that, within the community in a family setting."
24,CRPD_Article 24 ,has CRPD definition,"  1. States Parties recognize the right of persons with disabilities to education. With a view to realizing this right without discrimination and on the basis of equal opportunity, States Parties shall ensure an inclusive education system at all levels and lifelong learning directed to:  
a. The full development of human potential and sense of dignity and self-worth, and the strengthening of respect for human rights, fundamental freedoms and human diversity;
b. The development by persons with disabilities of their personality, talents and creativity, as well as their mental and physical abilities, to their fullest potential;
c. Enabling persons with disabilities to participate effectively in a free society.
2. In realizing this right, States Parties shall ensure that:
a) Persons with disabilities are not excluded from the general education system on the basis of disability, and that children with disabilities are not excluded from free and compulsory primary education, or from secondary education, on the basis of disability;
b) Persons with disabilities can access an inclusive, quality and free primary education and secondary education on an equal basis with others in the communities in which they live;
c) Reasonable accommodation of the individual?s requirements is provided;
d) Persons with disabilities receive the support required, within the general education system, to facilitate their effective education;
e) Effective individualized support measures are provided in environments that maximize academic and social development, consistent with the goal of full inclusion.
3. States Parties shall enable persons with disabilities to learn life and social development skills to facilitate their full and equal participation in education and as members of the community. To this end, States Parties shall take appropriate measures, including:
a) Facilitating the learning of Braille, alternative script, augmentative and alternative modes, means and formats of communication and orientation and mobility skills, and facilitating peer support and mentoring;
b) Facilitating the learning of sign language and the promotion of the linguistic identity of the deaf community;
c) Ensuring that the education of persons, and in particular children, who are blind, deaf or deafblind, is delivered in the most appropriate languages and modes and means of communication for the individual, and in environments which maximize academic and social development.
4. In order to help ensure the realization of this right, States Parties shall take appropriate measures to employ teachers, including teachers with disabilities, who are qualified in sign language and/or Braille, and to train professionals and staff who work at all levels of education. Such training shall incorporate disability awareness and the use of appropriate augmentative and alternative modes, means and formats of communication, educational techniques and materials to support persons with disabilities.
5. States Parties shall ensure that persons with disabilities are able to access general tertiary education, vocational training, adult education and lifelong learning without discrimination and on an equal basis with others. To this end, States Parties shall ensure that reasonable accommodation is provided to persons with disabilities.
"
24,CRPD_Article 24 ,Has SubTopic,education 
,education ,Mentioned In CRPD Article,24
24,education ,has wikidata code,Q8434
24,education ,has wikidata definition extension,extremely lacking - ask Rachel for advice 
24,education ,has Wikidata definition,learning in which knowledge and skills are transferred through teaching
